Producto,Calibre,Valor,Unidad de medida,Definición,Mes,Ano,Empresa
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,11,2020,St Andrews
Entero,NATURAL,240061.06,Kilos,Kg netos del producto empacados en el mes*,11,2020,St Andrews
Entero,CON SALSA,13662.68,Kilos,Kg netos del producto empacados en el mes*,11,2020,St Andrews
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,11,2020,St Andrews
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,11,2020,St Andrews
Rendimiento Olla mmpp Propia,0,0.203,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,11,2020,St Andrews
Rendimiento Olla mmpp Terceros,0,0.219,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,11,2020,St Andrews
Carne,50-100 UNI/KG,3730,Kilos,Kg netos del producto empacados en el mes*,12,2020,St Andrews
Carne,100-200 UNI/KG,107450,Kilos,Kg netos del producto empacados en el mes*,12,2020,St Andrews
Carne,200-300 UNI/KG,329528,Kilos,Kg netos del producto empacados en el mes*,12,2020,St Andrews
Carne,300-500 UNI/KG,81510,Kilos,Kg netos del producto empacados en el mes*,12,2020,St Andrews
Carne,500-1000 UNI/KG,32680,Kilos,Kg netos del producto empacados en el mes*,12,2020,St Andrews
Carne,INDUSTRIAL,29645,Kilos,Kg netos del producto empacados en el mes*,12,2020,St Andrews
Media Concha,40-60 UNI/KG,3465,Kilos,Kg netos del producto empacados en el mes*,12,2020,St Andrews
Media Concha,60-80 UNI/KG,15402,Kilos,Kg netos del producto empacados en el mes*,12,2020,St Andrews
Media Concha,80-100 UNI/KG,3204,Kilos,Kg netos del producto empacados en el mes*,12,2020,St Andrews
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,12,2020,St Andrews
Entero,NATURAL,317900,Kilos,Kg netos del producto empacados en el mes*,12,2020,St Andrews
Entero,CON SALSA,1015,Kilos,Kg netos del producto empacados en el mes*,12,2020,St Andrews
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,12,2020,St Andrews
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,12,2020,St Andrews
Rendimiento Olla mmpp Propia,0,0.239,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,12,2020,St Andrews
Rendimiento Olla mmpp Terceros,0,0.241,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,12,2020,St Andrews
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,1,2020,Landes
Carne,100-200 UNI/KG,346470,Kilos,Kg netos del producto empacados en el mes*,1,2020,Landes
Carne,200-300 UNI/KG,311450,Kilos,Kg netos del producto empacados en el mes*,1,2020,Landes
Carne,300-500 UNI/KG,83060,Kilos,Kg netos del producto empacados en el mes*,1,2020,Landes
Carne,500-1000 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,1,2020,Landes
Carne,INDUSTRIAL,27360,Kilos,Kg netos del producto empacados en el mes*,1,2020,Landes
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,1,2020,Landes
Media Concha,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,1,2020,Landes
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,1,2020,Landes
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,1,2020,Landes
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,1,2020,Landes
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,1,2020,Landes
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,1,2020,Landes
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,1,2020,Landes
Rendimiento Olla mmpp Propia,0,0.282,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,1,2020,Landes
Rendimiento Olla mmpp Terceros,0,0.334,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,1,2020,Landes
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,2,2020,Landes
Carne,100-200 UNI/KG,346470,Kilos,Kg netos del producto empacados en el mes*,2,2020,Landes
Carne,200-300 UNI/KG,311450,Kilos,Kg netos del producto empacados en el mes*,2,2020,Landes
Carne,300-500 UNI/KG,83060,Kilos,Kg netos del producto empacados en el mes*,2,2020,Landes
Carne,500-1000 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,2,2020,Landes
Carne,INDUSTRIAL,27360,Kilos,Kg netos del producto empacados en el mes*,2,2020,Landes
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,2,2020,Landes
Media Concha,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,2,2020,Landes
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,2,2020,Landes
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,2,2020,Landes
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,2,2020,Landes
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,2,2020,Landes
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,2,2020,Landes
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,2,2020,Landes
Rendimiento Olla mmpp Propia,0,0.332,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,2,2020,Landes
Rendimiento Olla mmpp Terceros,0,0.34,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,2,2020,Landes
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,3,2020,Landes
Carne,100-200 UNI/KG,314620,Kilos,Kg netos del producto empacados en el mes*,3,2020,Landes
Carne,200-300 UNI/KG,304350,Kilos,Kg netos del producto empacados en el mes*,3,2020,Landes
Carne,300-500 UNI/KG,95010,Kilos,Kg netos del producto empacados en el mes*,3,2020,Landes
Carne,500-1000 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,3,2020,Landes
Carne,INDUSTRIAL,25110,Kilos,Kg netos del producto empacados en el mes*,3,2020,Landes
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,3,2020,Landes
Media Concha,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,3,2020,Landes
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,3,2020,Landes
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,3,2020,Landes
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,3,2020,Landes
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,3,2020,Landes
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,3,2020,Landes
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,3,2020,Landes
Rendimiento Olla mmpp Propia,0,0.318,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,3,2020,Landes
Rendimiento Olla mmpp Terceros,0,0.333,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,3,2020,Landes
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,4,2020,Landes
Carne,100-200 UNI/KG,321890,Kilos,Kg netos del producto empacados en el mes*,4,2020,Landes
Carne,200-300 UNI/KG,243220,Kilos,Kg netos del producto empacados en el mes*,4,2020,Landes
Carne,300-500 UNI/KG,91700,Kilos,Kg netos del producto empacados en el mes*,4,2020,Landes
Carne,500-1000 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,4,2020,Landes
Carne,INDUSTRIAL,36420,Kilos,Kg netos del producto empacados en el mes*,4,2020,Landes
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,4,2020,Landes
Media Concha,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,4,2020,Landes
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,4,2020,Landes
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,4,2020,Landes
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,4,2020,Landes
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,4,2020,Landes
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,4,2020,Landes
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,4,2020,Landes
Rendimiento Olla mmpp Propia,0,0.318,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,4,2020,Landes
Rendimiento Olla mmpp Terceros,0,0.333,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,4,2020,Landes
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,5,2020,Landes
Carne,100-200 UNI/KG,266720,Kilos,Kg netos del producto empacados en el mes*,5,2020,Landes
Carne,200-300 UNI/KG,411380,Kilos,Kg netos del producto empacados en el mes*,5,2020,Landes
Carne,300-500 UNI/KG,213810,Kilos,Kg netos del producto empacados en el mes*,5,2020,Landes
Carne,500-1000 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,5,2020,Landes
Carne,INDUSTRIAL,36360,Kilos,Kg netos del producto empacados en el mes*,5,2020,Landes
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,5,2020,Landes
Media Concha,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,5,2020,Landes
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,5,2020,Landes
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,5,2020,Landes
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,5,2020,Landes
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,5,2020,Landes
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,5,2020,Landes
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,5,2020,Landes
Rendimiento Olla mmpp Propia,0,0.281,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,5,2020,Landes
Rendimiento Olla mmpp Terceros,0,0.282,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,5,2020,Landes
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,6,2020,Landes
Carne,100-200 UNI/KG,157370,Kilos,Kg netos del producto empacados en el mes*,6,2020,Landes
Carne,200-300 UNI/KG,530590,Kilos,Kg netos del producto empacados en el mes*,6,2020,Landes
Carne,300-500 UNI/KG,361830,Kilos,Kg netos del producto empacados en el mes*,6,2020,Landes
Carne,500-1000 UNI/KG,760,Kilos,Kg netos del producto empacados en el mes*,6,2020,Landes
Carne,INDUSTRIAL,44090,Kilos,Kg netos del producto empacados en el mes*,6,2020,Landes
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,6,2020,Landes
Media Concha,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,6,2020,Landes
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,6,2020,Landes
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,6,2020,Landes
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,6,2020,Landes
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,6,2020,Landes
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,6,2020,Landes
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,6,2020,Landes
Rendimiento Olla mmpp Propia,0,0.256,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,6,2020,Landes
Rendimiento Olla mmpp Terceros,0,0.246,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,6,2020,Landes
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,7,2020,Landes
Carne,100-200 UNI/KG,46390,Kilos,Kg netos del producto empacados en el mes*,7,2020,Landes
Carne,200-300 UNI/KG,295930,Kilos,Kg netos del producto empacados en el mes*,7,2020,Landes
Carne,300-500 UNI/KG,371680,Kilos,Kg netos del producto empacados en el mes*,7,2020,Landes
Carne,500-1000 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,7,2020,Landes
Carne,INDUSTRIAL,68100,Kilos,Kg netos del producto empacados en el mes*,7,2020,Landes
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,7,2020,Landes
Media Concha,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,7,2020,Landes
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,7,2020,Landes
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,7,2020,Landes
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,7,2020,Landes
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,7,2020,Landes
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,7,2020,Landes
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,7,2020,Landes
Rendimiento Olla mmpp Propia,0,0.222,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,7,2020,Landes
Rendimiento Olla mmpp Terceros,0,0.206,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,7,2020,Landes
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,11,2020,Landes
Carne,100-200 UNI/KG,19750,Kilos,Kg netos del producto empacados en el mes*,11,2020,Landes
Carne,200-300 UNI/KG,46400,Kilos,Kg netos del producto empacados en el mes*,11,2020,Landes
Carne,300-500 UNI/KG,26070,Kilos,Kg netos del producto empacados en el mes*,11,2020,Landes
Carne,500-1000 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,11,2020,Landes
Carne,INDUSTRIAL,6140,Kilos,Kg netos del producto empacados en el mes*,11,2020,Landes
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,11,2020,Landes
Media Concha,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,11,2020,Landes
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,11,2020,Landes
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,11,2020,Landes
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,11,2020,Landes
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,11,2020,Landes
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,11,2020,Landes
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,11,2020,Landes
Rendimiento Olla mmpp Propia,0,0,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,11,2020,Landes
Rendimiento Olla mmpp Terceros,0,0.255,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,11,2020,Landes
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,12,2020,Landes
Carne,100-200 UNI/KG,124250,Kilos,Kg netos del producto empacados en el mes*,12,2020,Landes
Carne,200-300 UNI/KG,238940,Kilos,Kg netos del producto empacados en el mes*,12,2020,Landes
Carne,300-500 UNI/KG,183930,Kilos,Kg netos del producto empacados en el mes*,12,2020,Landes
Carne,500-1000 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,12,2020,Landes
Carne,INDUSTRIAL,51390,Kilos,Kg netos del producto empacados en el mes*,12,2020,Landes
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,12,2020,Landes
Media Concha,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,12,2020,Landes
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,12,2020,Landes
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,12,2020,Landes
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,12,2020,Landes
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,12,2020,Landes
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,12,2020,Landes
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,12,2020,Landes
Rendimiento Olla mmpp Propia,0,0,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,12,2020,Landes
Rendimiento Olla mmpp Terceros,0,0.231,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,12,2020,Landes
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,1,2020,Camanchaca
Carne,100-200 UNI/KG,53970,Kilos,Kg netos del producto empacados en el mes*,1,2020,Camanchaca
Carne,200-300 UNI/KG,277960,Kilos,Kg netos del producto empacados en el mes*,1,2020,Camanchaca
Carne,300-500 UNI/KG,243620,Kilos,Kg netos del producto empacados en el mes*,1,2020,Camanchaca
Carne,500-1000 UNI/KG,20950,Kilos,Kg netos del producto empacados en el mes*,1,2020,Camanchaca
Carne,INDUSTRIAL,32130,Kilos,Kg netos del producto empacados en el mes*,1,2020,Camanchaca
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,1,2020,Camanchaca
Media Concha,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,1,2020,Camanchaca
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,1,2020,Camanchaca
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,1,2020,Camanchaca
Entero,NATURAL,324274.091,Kilos,Kg netos del producto empacados en el mes*,1,2020,Camanchaca
Entero,CON SALSA,214412.131,Kilos,Kg netos del producto empacados en el mes*,1,2020,Camanchaca
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,1,2020,Camanchaca
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,1,2020,Camanchaca
Rendimiento Olla mmpp Propia,0,0.275,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,1,2020,Camanchaca
Rendimiento Olla mmpp Terceros,0,0.282,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,1,2020,Camanchaca
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,2,2020,Camanchaca
Carne,100-200 UNI/KG,72070,Kilos,Kg netos del producto empacados en el mes*,2,2020,Camanchaca
Carne,200-300 UNI/KG,363800,Kilos,Kg netos del producto empacados en el mes*,2,2020,Camanchaca
Carne,300-500 UNI/KG,209350,Kilos,Kg netos del producto empacados en el mes*,2,2020,Camanchaca
Carne,500-1000 UNI/KG,7090,Kilos,Kg netos del producto empacados en el mes*,2,2020,Camanchaca
Carne,INDUSTRIAL,49370,Kilos,Kg netos del producto empacados en el mes*,2,2020,Camanchaca
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,2,2020,Camanchaca
Media Concha,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,2,2020,Camanchaca
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,2,2020,Camanchaca
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,2,2020,Camanchaca
Entero,NATURAL,324539,Kilos,Kg netos del producto empacados en el mes*,2,2020,Camanchaca
Entero,CON SALSA,206093,Kilos,Kg netos del producto empacados en el mes*,2,2020,Camanchaca
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,2,2020,Camanchaca
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,2,2020,Camanchaca
Rendimiento Olla mmpp Propia,0,0.28,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,2,2020,Camanchaca
Rendimiento Olla mmpp Terceros,0,0.3,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,2,2020,Camanchaca
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,3,2020,Camanchaca
Carne,100-200 UNI/KG,87990,Kilos,Kg netos del producto empacados en el mes*,3,2020,Camanchaca
Carne,200-300 UNI/KG,362680,Kilos,Kg netos del producto empacados en el mes*,3,2020,Camanchaca
Carne,300-500 UNI/KG,185830,Kilos,Kg netos del producto empacados en el mes*,3,2020,Camanchaca
Carne,500-1000 UNI/KG,2370,Kilos,Kg netos del producto empacados en el mes*,3,2020,Camanchaca
Carne,INDUSTRIAL,54690,Kilos,Kg netos del producto empacados en el mes*,3,2020,Camanchaca
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,3,2020,Camanchaca
Media Concha,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,3,2020,Camanchaca
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,3,2020,Camanchaca
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,3,2020,Camanchaca
Entero,NATURAL,312187.979,Kilos,Kg netos del producto empacados en el mes*,3,2020,Camanchaca
Entero,CON SALSA,157521.046,Kilos,Kg netos del producto empacados en el mes*,3,2020,Camanchaca
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,3,2020,Camanchaca
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,3,2020,Camanchaca
Rendimiento Olla mmpp Propia,0,0.27,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,3,2020,Camanchaca
Rendimiento Olla mmpp Terceros,0,0.299,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,3,2020,Camanchaca
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,4,2020,Camanchaca
Carne,100-200 UNI/KG,56520,Kilos,Kg netos del producto empacados en el mes*,4,2020,Camanchaca
Carne,200-300 UNI/KG,200910,Kilos,Kg netos del producto empacados en el mes*,4,2020,Camanchaca
Carne,300-500 UNI/KG,173950,Kilos,Kg netos del producto empacados en el mes*,4,2020,Camanchaca
Carne,500-1000 UNI/KG,17060,Kilos,Kg netos del producto empacados en el mes*,4,2020,Camanchaca
Carne,INDUSTRIAL,45110,Kilos,Kg netos del producto empacados en el mes*,4,2020,Camanchaca
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,4,2020,Camanchaca
Media Concha,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,4,2020,Camanchaca
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,4,2020,Camanchaca
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,4,2020,Camanchaca
Entero,NATURAL,99903.496,Kilos,Kg netos del producto empacados en el mes*,4,2020,Camanchaca
Entero,CON SALSA,106039.962,Kilos,Kg netos del producto empacados en el mes*,4,2020,Camanchaca
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,4,2020,Camanchaca
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,4,2020,Camanchaca
Rendimiento Olla mmpp Propia,0,0.243,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,4,2020,Camanchaca
Rendimiento Olla mmpp Terceros,0,0.344,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,4,2020,Camanchaca
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,5,2020,Camanchaca
Carne,100-200 UNI/KG,102250,Kilos,Kg netos del producto empacados en el mes*,5,2020,Camanchaca
Carne,200-300 UNI/KG,299780,Kilos,Kg netos del producto empacados en el mes*,5,2020,Camanchaca
Carne,300-500 UNI/KG,252940,Kilos,Kg netos del producto empacados en el mes*,5,2020,Camanchaca
Carne,500-1000 UNI/KG,35220,Kilos,Kg netos del producto empacados en el mes*,5,2020,Camanchaca
Carne,INDUSTRIAL,55620,Kilos,Kg netos del producto empacados en el mes*,5,2020,Camanchaca
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,5,2020,Camanchaca
Media Concha,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,5,2020,Camanchaca
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,5,2020,Camanchaca
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,5,2020,Camanchaca
Entero,NATURAL,237369.768,Kilos,Kg netos del producto empacados en el mes*,5,2020,Camanchaca
Entero,CON SALSA,335261.052,Kilos,Kg netos del producto empacados en el mes*,5,2020,Camanchaca
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,5,2020,Camanchaca
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,5,2020,Camanchaca
Rendimiento Olla mmpp Propia,0,0.23,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,5,2020,Camanchaca
Rendimiento Olla mmpp Terceros,0,0.266,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,5,2020,Camanchaca
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,6,2020,Camanchaca
Carne,100-200 UNI/KG,55620,Kilos,Kg netos del producto empacados en el mes*,6,2020,Camanchaca
Carne,200-300 UNI/KG,333110,Kilos,Kg netos del producto empacados en el mes*,6,2020,Camanchaca
Carne,300-500 UNI/KG,311850,Kilos,Kg netos del producto empacados en el mes*,6,2020,Camanchaca
Carne,500-1000 UNI/KG,55980,Kilos,Kg netos del producto empacados en el mes*,6,2020,Camanchaca
Carne,INDUSTRIAL,49680,Kilos,Kg netos del producto empacados en el mes*,6,2020,Camanchaca
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,6,2020,Camanchaca
Media Concha,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,6,2020,Camanchaca
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,6,2020,Camanchaca
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,6,2020,Camanchaca
Entero,NATURAL,290764.728,Kilos,Kg netos del producto empacados en el mes*,6,2020,Camanchaca
Entero,CON SALSA,382104.156,Kilos,Kg netos del producto empacados en el mes*,6,2020,Camanchaca
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,6,2020,Camanchaca
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,6,2020,Camanchaca
Rendimiento Olla mmpp Propia,0,0.213,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,6,2020,Camanchaca
Rendimiento Olla mmpp Terceros,0,0.208,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,6,2020,Camanchaca
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,7,2020,Camanchaca
Carne,100-200 UNI/KG,17500,Kilos,Kg netos del producto empacados en el mes*,7,2020,Camanchaca
Carne,200-300 UNI/KG,175230,Kilos,Kg netos del producto empacados en el mes*,7,2020,Camanchaca
Carne,300-500 UNI/KG,235710,Kilos,Kg netos del producto empacados en el mes*,7,2020,Camanchaca
Carne,500-1000 UNI/KG,56990,Kilos,Kg netos del producto empacados en el mes*,7,2020,Camanchaca
Carne,INDUSTRIAL,29160,Kilos,Kg netos del producto empacados en el mes*,7,2020,Camanchaca
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,7,2020,Camanchaca
Media Concha,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,7,2020,Camanchaca
